Database Name,Instance Number,Instance Name,Database Version,Cluster,Hostname,Host OS,Num CPUs,Server Memory (GB),DB Block Size,Begin Snap,Begin Time,End Snap,End Time,Elapsed Time (mins),DB Time (mins),Average Active Sessions,Busy Flag,Logical Reads/sec,Block Changes/sec,Read IOPS,Write IOPS,Redo IOPS,All Write IOPS,Total IOPS,Read Throughput (MiB/sec),Write Throughput (MiB/sec),Redo Throughput (MiB/sec),All Write Throughput (MiB/sec),Total Throughput (MiB/sec),DB CPU Time (s),DB CPU %DBTime,Wait Class User I/O Waits,Wait Class User I/O Time (s),Wait Class User I/O Latency (ms),Wait Class User I/O %DBTime,User Calls/sec,Parses/sec,Hard Parses/sec,Logons/sec,Executes/sec,Transactions/sec,Buffer Hit Ratio (%),In-Memory Sort Ratio (%),Log Switches (Total),Log Switches (Per Hour),Top5 Event1 Name,Top5 Event1 Class,Top5 Event1 Waits,Top5 Event1 Time (s),Top5 Event1 Average Time (ms),Top5 Event1 %DBTime,Top5 Event2 Name,Top5 Event2 Class,Top5 Event2 Waits,Top5 Event2 Time (s),Top5 Event2 Average Time (ms),Top5 Event2 %DBTime,Top5 Event3 Name,Top5 Event3 Class,Top5 Event3 Waits,Top5 Event3 Time (s),Top5 Event3 Average Time (ms),Top5 Event3 %DBTime,Top5 Event4 Name,Top5 Event4 Class,Top5 Event4 Waits,Top5 Event4 Time (s),Top5 Event4 Average Time (ms),Top5 Event4 %DBTime,Top5 Event5 Name,Top5 Event5 Class,Top5 Event5 Waits,Top5 Event5 Time (s),Top5 Event5 Average Time (ms),Top5 Event5 %DBTime,db file sequential read Waits,db file sequential read Time (s),db file sequential read Latency (ms),db file sequential read %DBTime,db file scattered read Waits,db file scattered read Time (s),db file scattered read Latency (ms),db file scattered read %DBTime,direct path read Waits,direct path read Time (s),direct path read Latency (ms),direct path read %DBTime,direct path write Waits,direct path write Time (s),direct path write Latency (ms),direct path write %DBTime,direct path read temp Waits,direct path read temp Time (s),direct path read temp Latency (ms),direct path read temp %DBTime,direct path write temp Waits,direct path write temp Time (s),direct path write temp Latency (ms),direct path write temp %DBTime,log file sync Waits,log file sync Time (s),log file sync Latency (ms),log file sync %DBTime,db file parallel write Waits,db file parallel write Time (s),db file parallel write Latency (ms),db file parallel write %DBTime,log file parallel write Waits,log file parallel write Time (s),log file parallel write Latency (ms),log file parallel write %DBTime,log file sequential read Waits,log file sequential read Time (s),log file sequential read Latency (ms),log file sequential read %DBTime,OS busy time,OS idle time,OS iowait time,OS sys time,OS user time,OS cpu wait time,OS resource mgr wait time,Data Guard Flag,Exadata Flag,Wait Class Admin Waits,Wait Class Admin Time (s),Wait Class Admin Latency (ms),Wait Class Admin %DBTime,Wait Class Application Waits,Wait Class Application Time (s),Wait Class Application Latency (ms),Wait Class Application %DBTime,Wait Class Cluster Waits,Wait Class Cluster Time (s),Wait Class Cluster Latency (ms),Wait Class Cluster %DBTime,Wait Class Commit Waits,Wait Class Commit Time (s),Wait Class Commit Latency (ms),Wait Class Commit %DBTime,Wait Class Concurrency Waits,Wait Class Concurrency Time (s),Wait Class Concurrency Latency (ms),Wait Class Concurrency %DBTime,Wait Class Configuration Waits,Wait Class Configuration Time (s),Wait Class Configuration Latency (ms),Wait Class Configuration %DBTime,Wait Class Network Waits,Wait Class Network Time (s),Wait Class Network Latency (ms),Wait Class Network %DBTime,Wait Class Other Waits,Wait Class Other Time (s),Wait Class Other Latency (ms),Wait Class Other %DBTime,Wait Class System I/O Waits,Wait Class System I/O Time (s),Wait Class System I/O Latency (ms),Wait Class System I/O %DBTime,Histogram <1ms db file sequential read,Histogram <2ms db file sequential read,Histogram <4ms db file sequential read,Histogram <8ms db file sequential read,Histogram <16ms db file sequential read,Histogram <32ms db file sequential read,Histogram <1s db file sequential read,Histogram >1s db file sequential read,Histogram <1ms log file parallel write,Histogram <2ms log file parallel write,Histogram <4ms log file parallel write,Histogram <8ms log file parallel write,Histogram <16ms log file parallel write,Histogram <32ms log file parallel write,Histogram <1s log file parallel write,Histogram >1s log file parallel write
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,7823,01/08/17 5:00,7824,01/08/17 5:30,29.9,951.56,31.8,N,1207018.4,20039.7,6902.8,927.4,180.4,1107.8,8010.6,244.67,25.6,3.9,29.5,274.17,21626,37.9,19336220,28976,1.499,50.8,749.6,1996.6,28.4,9.9,9024.8,575.8,98.65,100,1,2.01,DB CPU,,,21.6K,,37.9,db file sequential read,User I/O,8394352,17.6K,2.1,30.8,read by other session,User I/O,1779569,4661.9,2.62,8.2,db file scattered read,User I/O,1248601,4070,3.26,7.1,SQL*Net message from dblink,Network,41911,1852.5,44.201,3.2,8394352,17599,2.097,30.8,1248601,4070,3.26,7.1,318438,1154,3.624,2,437,3,6.865,0,34325,92,2.68,0.2,33936,137,4.037,0.2,7,0,0,0,244306,315,1.289,6.3,323282,652,2.017,13.1,4443,13,2.926,0.3,2499121,4527243,1561376,242912,2207678,,0,N,N,1,0,0,0,9471,56,5.913,0.1,3076519,2424,0.788,4.2,72250,659,9.121,1.2,618623,414,0.669,0.7,675,9,13.333,0,1288605,1873,1.454,3.3,482040,345,0.716,0.6,16347,17,1.04,0,41,35.5,15.4,4.8,1.9,1.1,0.3,0,72.5,20,2.2,1.4,1.3,1.4,1.2,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,7824,01/08/17 5:30,7825,01/08/17 6:00,30.2,794.28,26.3,N,1103654.2,20113.3,5533.3,876.5,157.6,1034.1,6567.4,206.77,20.25,3.83,24.08,230.85,21017,44.1,17842257,21248,1.191,44.6,562.8,1811.9,30.3,26.2,9461.7,552.1,99.03,100,1,1.99,DB CPU,,,21K,,44.1,db file sequential read,User I/O,7030417,16.3K,2.31,34.1,db file scattered read,User I/O,639127,2426.3,3.796,5.1,SQL*Net message from dblink,Network,58943,1879.5,31.887,3.9,db file parallel read,User I/O,210878,1009.8,4.789,2.1,7030417,16266,2.314,34.1,639127,2426,3.796,5.1,234824,1003,4.271,2.1,315,1,3.175,0,32163,43,1.337,0.1,30226,92,3.044,0.2,213,4,18.779,0,232179,383,1.65,7.6,285439,754,2.642,14.9,4480,11,2.455,0.2,2473294,4639216,1399712,254186,2172399,,0,N,N,5,1,200,0,7966,78,9.792,0.2,2168850,2109,0.972,4.4,39381,600,15.236,1.3,634362,507,0.799,1.1,773,9,11.643,0,852152,1897,2.226,4,708453,564,0.796,1.2,11239,14,1.246,0,43.5,33.2,13.6,5.3,2.4,1.5,0.5,0,69.4,19.6,3.3,2.1,1.9,2,1.8,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,7825,01/08/17 6:00,7826,01/08/17 6:30,29.73,859.17,28.8,N,1160711.8,16697.4,9477,816,181.2,997.2,10474.2,285.03,19.81,3.25,23.06,308.09,19524,37.9,15970148,26832,1.68,52.1,443.2,2043.3,19.9,9.4,8316.6,569.9,98.83,100,1,2.02,DB CPU,,,19.5K,,37.9,db file sequential read,User I/O,7154992,18.4K,2.57,35.7,db file parallel read,User I/O,410303,2959.2,7.212,5.7,db file scattered read,User I/O,589760,2223.5,3.77,4.3,SQL*Net message from dblink,Network,110634,2153.7,19.467,4.2,7154992,18400,2.572,35.7,589760,2223,3.769,4.3,519585,1716,3.303,3.3,242,1,4.132,0,24911,34,1.365,0.1,30677,82,2.673,0.2,335,4,11.94,0,233717,357,1.527,7.7,323396,566,1.75,12.1,4562,10,2.192,0.2,2291100,4681981,1604679,240840,2000457,,0,N,N,5,1,200,0,9125,435,47.671,0.8,2769735,1850,0.668,3.6,25391,181,7.129,0.4,599435,436,0.727,0.8,662,3,4.532,0,883145,2185,2.474,4.2,621653,443,0.713,0.9,70879,34,0.48,0.1,31.5,32.4,21,10.6,3.4,0.9,0.2,0,72.4,18.6,3.4,2.1,1.6,1.2,0.6,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,7826,01/08/17 6:30,7827,01/08/17 7:00,30.08,960.26,31.9,N,1457762,17965.8,6640.5,820.5,157.6,978.1,7618.6,253.66,22.69,3.46,26.15,279.81,22490,39,18947707,29274,1.545,50.8,517.3,1726.6,20.6,26.4,8723.6,588.1,98.88,100,1,1.99,DB CPU,,,22.5K,,39,db file sequential read,User I/O,7487026,16.7K,2.23,28.9,read by other session,User I/O,1569462,5004.9,3.189,8.7,db file scattered read,User I/O,1317854,4760.1,3.612,8.3,SQL*Net message from dblink,Network,73020,1925.6,26.371,3.3,7487026,16679,2.228,28.9,1317854,4760,3.612,8.3,321329,908,2.826,1.6,302,2,6.623,0,35704,76,2.129,0.1,34095,134,3.93,0.2,368,7,19.022,0,236534,397,1.678,7.8,284497,740,2.601,14.5,3567,72,20.185,1.4,2645352,4431735,1539812,274547,2320671,,0,N,N,4,1,250,0,9377,283,30.18,0.5,2907261,2566,0.883,4.5,22321,347,15.546,0.6,552979,408,0.738,0.7,648,4,6.173,0,802767,1948,2.427,3.4,741643,631,0.851,1.1,12926,24,1.857,0,43.9,32.7,14.9,4.7,2,1.4,0.4,0,71.5,18.7,2.7,1.8,1.7,1.7,1.9,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,7827,01/08/17 7:00,7828,01/08/17 7:30,29.9,937.87,31.3,N,1262964.2,23706.8,5570.8,966,166.3,1132.3,6703.1,213.1,24.03,4.25,28.28,241.38,19453,34.6,17793685,29503,1.658,52.4,515.3,1889.8,25,10.4,12648.2,490.4,99.12,100,1,2.01,db file sequential read,User I/O,6709959,20.9K,3.12,37.2,DB CPU,,,19.5K,,34.6,read by other session,User I/O,1118868,4051.4,3.621,7.2,db file scattered read,User I/O,613433,2374.4,3.871,4.2,SQL*Net message from dblink,Network,93349,1965.4,21.054,3.5,6709959,20941,3.121,37.2,613433,2374,3.87,4.2,144152,398,2.761,0.7,205,1,4.878,0,29794,73,2.45,0.1,25677,92,3.583,0.2,307,6,19.544,0,284676,401,1.409,4.4,298258,567,1.901,6.3,4857,12,2.471,0.1,2327128,4699582,1442765,248086,2015012,,0,N,N,0,0,0,0,9432,603,63.931,1.1,2851074,2276,0.798,4,46818,330,7.049,0.6,686437,908,1.323,1.6,1053,25,23.742,0,951813,1988,2.089,3.5,687800,457,0.664,0.8,12563,16,1.274,0,36.3,34.5,16.8,7.1,3.2,1.1,0.8,0,69.4,23.9,2.1,1.3,1.2,1.2,1,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,7828,01/08/17 7:30,7829,01/08/17 8:00,30.08,655.77,21.8,N,969435,16597.3,4404.9,811.7,168.2,979.9,5384.8,190.73,18.23,4.71,22.94,213.67,17699,45,12608381,15891,1.26,40.4,677.5,1646.5,22.5,27.6,12548.7,567,99.05,100,0,0,DB CPU,,,17.7K,,45,db file sequential read,User I/O,4766727,11.9K,2.49,30.1,SQL*Net message from dblink,Network,86249,1971.5,22.858,5,db file scattered read,User I/O,460248,1950.6,4.238,5,direct path read,User I/O,208667,881.5,4.224,2.2,4766727,11855,2.487,30.1,460248,1951,4.239,5,208667,881,4.222,2.2,7308,55,7.526,0.1,28299,42,1.484,0.1,29095,87,2.99,0.2,244,5,20.492,0,261250,453,1.734,4.5,303733,700,2.305,7,,,,,2174066,4918879,1051866,253155,1867038,,1,N,N,8,1,125,0,10514,70,6.658,0.2,2298946,1875,0.816,4.8,71174,674,9.47,1.7,599282,602,1.005,1.5,940,4,4.255,0,1232422,1992,1.616,5.1,930535,673,0.723,1.7,16171,19,1.175,0,40.9,33.2,14.9,6.1,2.9,1.5,0.5,0,74.7,17,2.6,1.5,1.3,1.3,1.6,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,7829,01/08/17 8:00,7830,01/08/17 8:30,30.09,949.03,31.5,N,1517407.4,16903.4,7271,846,175.8,1021.8,8292.8,305.36,25.16,3.14,28.3,333.66,23663,41.6,19864910,25183,1.268,44.2,923.5,2464.7,32.9,9.7,10126.8,771.8,99.08,100,1,1.99,DB CPU,,,23.7K,,41.6,db file sequential read,User I/O,6489054,13.4K,2.06,23.5,read by other session,User I/O,1743531,4167.4,2.39,7.3,db file scattered read,User I/O,1124585,3376.4,3.002,5.9,db file parallel read,User I/O,392646,2107.4,5.367,3.7,6489054,13386,2.063,23.5,1124585,3376,3.002,5.9,726330,1860,2.561,3.3,340,1,2.941,0,38162,81,2.123,0.1,26378,138,5.232,0.2,283,6,21.201,0,260993,484,1.854,8.5,317404,702,2.212,12.3,8541,29,3.395,0.5,2716729,4364062,1287599,258198,2406668,,1,N,N,1,0,0,0,394620,159,0.403,0.3,2948214,2904,0.985,5.1,51036,559,10.953,1,862396,555,0.644,1,827,5,6.046,0,1712022,2017,1.178,3.5,847022,642,0.758,1.1,13255,14,1.056,0,43.9,34.1,14.3,4.4,1.9,1.1,0.3,0,73.6,17.6,2.8,1.7,1.5,1.5,1.4,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,7830,01/08/17 8:30,7831,01/08/17 9:00,29.86,975.54,32.6,N,1432952.9,20565.9,5419.7,888.9,188.3,1077.2,6496.9,188.93,24.46,3.85,28.31,217.24,21906,37.4,18782255,25401,1.352,43.4,953.4,1877.7,36.1,9.7,12300.4,831.7,99.08,100,1,2.01,DB CPU,,,21.9K,,37.4,db file sequential read,User I/O,6118774,13.5K,2.21,23.1,read by other session,User I/O,2316983,6535.7,2.821,11.2,db file scattered read,User I/O,942200,3131.4,3.323,5.3,gc buffer busy acquire,Cluster,449776,2154.7,4.791,3.7,6118774,13541,2.213,23.1,942200,3131,3.323,5.3,172431,608,3.526,1,306,2,6.536,0,36010,48,1.333,0.1,38395,125,3.256,0.2,248,4,16.129,0,300683,708,2.355,11.4,337147,737,2.186,11.9,15372,20,1.301,0.3,2591587,4410150,1212588,276772,2264005,,0,N,N,2,0,0,0,454216,546,1.202,0.9,4018828,6186,1.539,10.6,57775,590,10.212,1,846388,800,0.945,1.4,1061,17,16.023,0,1756011,1973,1.124,3.4,875318,849,0.97,1.4,12887,16,1.242,0,43.9,33,14.2,5,2.2,1.3,0.4,0,72.7,19.7,2.2,1.5,1.3,1.3,1.4,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,7831,01/08/17 9:00,7832,01/08/17 9:30,30.1,853.67,28.3,N,1869970.1,18927.1,6853.9,859,178.9,1037.9,7891.8,238.31,20.33,3.67,24,262.31,24289,47.4,14921147,19815,1.328,38.7,939.7,2212.3,33.7,10.1,14153,693.1,99.26,100,1,1.99,DB CPU,,,24.3K,,47.4,db file sequential read,User I/O,5816425,11.6K,1.99,22.6,read by other session,User I/O,1078770,3000.4,2.781,5.9,db file scattered read,User I/O,784789,2436.1,3.104,4.8,SQL*Net message from dblink,Network,120600,1993,16.526,3.9,5816425,11578,1.991,22.6,784789,2436,3.104,4.8,393681,1139,2.893,2.2,680,3,4.412,0,40136,91,2.267,0.2,36460,184,5.047,0.4,119,5,42.017,0,315024,642,2.038,10.8,322992,715,2.214,12,4145,80,19.3,1.3,2780712,4315244,1110397,251038,2480310,,0,N,N,2,0,0,0,399570,287,0.718,0.6,2378287,3129,1.316,6.1,44456,548,12.327,1.1,876627,680,0.776,1.3,947,4,4.224,0,1820974,2018,1.108,3.9,768498,648,0.843,1.3,17626,33,1.872,0.1,46.1,34.6,12.3,3.9,1.9,1.1,0.3,0,73.2,18.1,2.4,1.7,1.6,1.6,1.4,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,7832,01/08/17 9:30,7833,01/08/17 10:00,29.88,755.24,25.2,N,1712444.4,21536.7,4420.7,916,170.1,1086.1,5506.8,115.99,17.42,4.01,21.43,137.42,23999,53,14802317,11851,0.801,26.2,1239.8,1837.5,38.1,26.6,12514.8,744.3,99.45,100,0,0,DB CPU,,,24K,,53,db file sequential read,User I/O,4598582,8754.6,1.904,19.3,gc buffer busy acquire,Cluster,316571,1910,6.033,4.2,SQL*Net message from dblink,Network,50834,1871.2,36.81,4.1,db file scattered read,User I/O,387394,1474.7,3.807,3.3,4598582,8755,1.904,19.3,387394,1475,3.807,3.3,105745,256,2.421,0.6,400,3,7.5,0,41188,81,1.967,0.2,34250,168,4.905,0.4,129,1,7.752,0,274477,682,2.485,11.6,305106,659,2.16,11.3,,,,,2799797,4242135,861308,264817,2489291,,0,N,N,1,0,0,0,661313,617,0.933,1.4,2483607,3956,1.593,8.7,46171,502,10.873,1.1,909125,634,0.697,1.4,945,36,38.095,0.1,2029819,1896,0.934,4.2,787058,632,0.803,1.4,11075,12,1.084,0,48.4,33.6,11.7,3.4,1.5,1,0.3,0,71.8,20.5,2.2,1.5,1.3,1.2,1.4,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,7833,01/08/17 10:00,7834,01/08/17 10:30,30.08,983.62,32.7,N,1975000.3,17316.6,5840,852.7,171,1023.7,6863.7,244.24,27.22,3.26,30.48,274.72,25369,43,18210792,25839,1.419,43.8,1072.2,2454.1,28.7,10.5,9677.2,752.4,99.33,100,1,1.99,DB CPU,,,25.4K,,43,db file sequential read,User I/O,5491628,13.1K,2.38,22.2,read by other session,User I/O,1896691,6247.6,3.294,10.6,db file scattered read,User I/O,893712,3315.6,3.71,5.6,SQL*Net message from dblink,Network,66789,1931.3,28.916,3.3,5491628,13075,2.381,22.2,893712,3316,3.71,5.6,300952,1085,3.605,1.8,601,6,9.983,0,39518,74,1.873,0.1,43309,245,5.657,0.4,132,4,30.303,0,279472,677,2.422,12.1,308816,635,2.056,11.3,20369,60,2.946,1.1,2862760,4216212,1240560,236296,2579814,,2,N,N,2,0,0,0,607678,1812,2.982,3.1,2504071,3027,1.209,5.1,25084,354,14.113,0.6,756043,569,0.753,1,558,10,17.921,0,1967676,1954,0.993,3.3,520633,302,0.58,0.5,15674,19,1.212,0,40.6,31.8,17.3,6.4,2.2,1.2,0.5,0,79,14.5,1.7,1.3,1.1,1.1,1.3,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,7834,01/08/17 10:30,7835,01/08/17 11:00,30.08,944.17,31.3,N,2142610,21521.4,5816.9,994.8,172.8,1167.6,6984.5,168.15,28.51,4.54,33.05,201.2,25859,45.6,20055091,21599,1.077,38.1,1086.1,1651.5,20.2,9,10717.9,816.6,99.37,100,3,5.98,DB CPU,,,25.9K,,45.6,db file sequential read,User I/O,6549778,11.7K,1.78,20.6,read by other session,User I/O,2118821,5499.2,2.595,9.7,db file scattered read,User I/O,877202,2463.8,2.809,4.3,gc buffer busy acquire,Cluster,515439,2097.7,4.07,3.7,6549778,11650,1.779,20.6,877202,2464,2.809,4.3,154713,406,2.624,0.7,223,1,4.484,0,34964,60,1.716,0.1,37893,152,4.011,0.3,77,1,12.987,0,289675,623,2.151,11.5,311932,648,2.077,12,7176,19,2.648,0.4,2974290,4123451,1027723,265995,2658131,,42,N,N,12,5,416.667,0,834155,725,0.869,1.3,3445406,4310,1.251,7.6,19908,261,13.11,0.5,795414,484,0.608,0.9,585,3,5.128,0,1891161,1885,0.997,3.3,525767,418,0.795,0.7,15253,14,0.918,0,53.5,32.4,8.8,2.7,1.3,0.8,0.4,0,71.2,21.9,2.1,1.4,1.2,1.1,1.2,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,7835,01/08/17 11:00,7836,01/08/17 11:30,29.83,803.96,26.9,N,1527067.5,17227,5958.8,765.4,177.5,942.9,6901.7,294.08,15.87,3.27,19.14,313.22,22674,47,18013116,16127,0.895,33.4,1545,2104.7,23.4,9.7,11594.9,856.7,99.11,100,0,0,DB CPU,,,22.7K,,47,db file sequential read,User I/O,6340311,10.9K,1.72,22.6,db file scattered read,User I/O,989924,2749.9,2.778,5.7,gc buffer busy acquire,Cluster,223760,2025.6,9.053,4.2,direct path read,User I/O,303281,987.4,3.256,2,6340311,10915,1.722,22.6,989924,2750,2.778,5.7,303281,987,3.254,2,633,3,4.739,0,40784,57,1.398,0.1,32948,137,4.158,0.3,106,2,18.868,0,190016,428,2.252,8.7,317476,701,2.208,14.3,,,,,2586971,4429279,1012764,237144,2303659,,0,N,N,2,0,0,0,790578,438,0.554,0.9,3041665,3950,1.299,8.2,114309,647,5.66,1.3,714469,525,0.735,1.1,1358,29,21.355,0.1,2783999,388,0.139,0.8,574012,452,0.787,0.9,11343,11,0.97,0,51.7,36.2,7.3,2.1,1.5,0.9,0.3,0,62.8,24.3,6.7,2,1.7,1.4,1.2,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,7836,01/08/17 11:30,7837,01/08/17 12:00,29.99,722.09,24,N,1447643.7,16605,4656.8,758,156.3,914.3,5571.1,133.99,20.59,3.26,23.85,157.84,21177,48.9,11408172,14341,1.257,33.1,1446.4,1546.3,25.1,9.2,8502.2,725.7,99.3,100,1,2,DB CPU,,,21.2K,,48.9,db file sequential read,User I/O,4254827,8485,1.994,19.6,gc buffer busy acquire,Cluster,626240,2812.3,4.491,6.5,read by other session,User I/O,706644,2103.4,2.977,4.9,db file scattered read,User I/O,605516,1743.6,2.88,4,4254827,8485,1.994,19.6,605516,1744,2.88,4,127953,401,3.134,0.9,373,2,5.362,0,35459,57,1.607,0.1,30650,147,4.796,0.3,165,12,72.727,0,248921,651,2.615,11.6,281418,712,2.53,12.7,5726,50,8.732,0.9,2485953,4605600,895311,241387,2201967,,1,N,N,2,0,0,0,1149765,430,0.374,1,2892879,4903,1.695,11.3,39477,611,15.477,1.4,876710,527,0.601,1.2,719,11,15.299,0,2530754,79,0.031,0.2,558770,453,0.811,1,11113,16,1.44,0,54.3,31.8,7.7,2.6,1.7,1.2,0.6,0,65.1,22.7,5.6,2.2,1.6,1.3,1.6,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,7837,01/08/17 12:00,7838,01/08/17 12:30,30.04,925.63,30.8,N,1796497.5,17692.8,7862.9,766.2,171.5,937.7,8800.6,298.27,19.32,3.35,22.67,320.94,23323,42,20001398,24824,1.241,44.7,705.5,2170.6,25.7,9.6,10720.3,639.6,98.99,100,0,0,DB CPU,,,23.3K,,42,db file sequential read,User I/O,6228814,11.9K,1.9,21.3,read by other session,User I/O,2356195,6319.4,2.682,11.4,db file scattered read,User I/O,1171103,3532.7,3.017,6.4,gc buffer busy acquire,Cluster,673960,2099.5,3.115,3.8,6228814,11853,1.903,21.3,1171103,3533,3.017,6.4,417344,1121,2.686,2,350,1,2.857,0,36291,62,1.708,0.1,30851,131,4.246,0.2,47,0,0,0,228495,541,2.368,10.1,308806,707,2.289,13.3,,,,,2658409,4383420,1192829,247617,2360843,,9,N,N,2,0,0,0,268767,1029,3.829,1.9,3562602,5061,1.421,9.1,46383,465,10.025,0.8,740684,545,0.736,1,952,11,11.555,0,1279512,200,0.156,0.4,641059,459,0.716,0.8,13287,16,1.204,0,49.9,35.4,9,2.7,1.5,1,0.4,0,65.3,24.5,4.9,1.5,1.2,1.1,1.4,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,7838,01/08/17 12:30,7839,01/08/17 13:00,30.01,521.07,17.3,N,1139821.6,16359,3630.7,777.4,168.2,945.6,4576.3,116.82,22.82,3.16,25.98,142.8,17454,55.8,13165391,10690,0.812,34.2,715,1610.2,22.8,9.3,8451.9,597.9,99.23,100,1,2,DB CPU,,,17.5K,,55.8,db file sequential read,User I/O,4307535,7031.9,1.632,22.5,read by other session,User I/O,1154850,1803.3,1.562,5.8,db file scattered read,User I/O,341488,985.3,2.885,3.2,gc cr block busy,Cluster,45346,571,12.592,1.8,4307535,7032,1.632,22.5,341488,985,2.884,3.2,100747,258,2.561,0.8,187,1,5.348,0,35654,51,1.43,0.2,31370,136,4.335,0.4,91,2,21.978,0,198772,519,2.611,11,303112,663,2.187,14,7950,35,4.403,0.7,2115380,4975044,712358,230411,1847869,,0,N,N,3,0,0,0,245937,147,0.598,0.5,2083488,2000,0.96,6.4,31740,324,10.208,1,628522,376,0.598,1.2,601,16,26.622,0.1,1313081,197,0.15,0.6,600011,382,0.637,1.2,13656,15,1.098,0,57.9,32.9,5.3,1.6,1.1,0.8,0.4,,57.8,28.6,8.4,1.9,1.2,0.9,1.1,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,7839,01/08/17 13:00,7840,01/08/17 13:30,30.1,566.36,18.8,N,1207576.8,18532.8,4594.3,829.3,174.2,1003.5,5597.8,141.65,16.35,3.49,19.84,161.49,19043,56,15115814,10766,0.712,31.7,860.8,2048.5,25.8,9.9,13133,703.9,99.21,100,0,0,DB CPU,,,19K,,56,db file sequential read,User I/O,4742879,8093.9,1.707,23.8,db file scattered read,User I/O,310830,1101.2,3.543,3.2,db file parallel read,User I/O,230582,890.2,3.861,2.6,gc cr block busy,Cluster,70114,708.3,10.102,2.1,4742879,8094,1.707,23.8,310830,1101,3.542,3.2,123416,301,2.439,0.9,1111,7,6.301,0,43103,75,1.74,0.2,28302,125,4.417,0.4,55,1,18.182,0,203369,480,2.36,9.6,314536,753,2.394,15,,,,,2249126,4842176,800200,231604,1976481,,107,N,N,,,,,395894,234,0.591,0.7,2454240,2502,1.019,7.4,42683,556,13.026,1.6,664312,461,0.694,1.4,773,5,6.468,0,1558617,186,0.119,0.5,637964,415,0.651,1.2,15886,15,0.944,0,54,34.1,7,2.1,1.6,0.9,0.2,0,47.6,32.7,12.8,2.5,1.8,1.4,1.1,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,7840,01/08/17 13:30,7841,01/08/17 14:00,30.1,765.33,25.4,N,1455320,19877.9,5966.5,779.4,170.4,949.8,6916.3,204.18,25.7,3.74,29.44,233.62,21560,47,19781241,18442,0.932,40.2,664.1,1697,24.9,9.3,12153.5,742.6,99.08,100,1,1.99,DB CPU,,,21.6K,,47,db file sequential read,User I/O,6031298,9690.5,1.607,21.1,read by other session,User I/O,2434472,4727.3,1.942,10.3,db file scattered read,User I/O,872285,2029.5,2.327,4.4,gc buffer busy acquire,Cluster,397669,1335.1,3.357,2.9,6031298,9690,1.607,21.1,872285,2030,2.327,4.4,191662,562,2.932,1.2,410,2,4.878,0,34795,43,1.236,0.1,25385,95,3.742,0.2,28,0,0,0,221466,493,2.226,9.3,307483,948,3.083,17.9,26800,31,1.157,0.6,2541498,4538234,1008808,262492,2231913,,7,N,N,2,0,0,0,291827,402,1.378,0.9,2687165,3840,1.429,8.4,32159,482,14.988,1,764115,447,0.585,1,1061,11,10.368,0,1229666,150,0.122,0.3,690351,541,0.784,1.2,14984,20,1.335,0,59.8,31,5.1,1.6,1.3,0.9,0.3,,34.1,35.8,20.7,3.8,2.5,1.6,1.6,
