Database Name,Instance Number,Instance Name,Database Version,Cluster,Hostname,Host OS,Num CPUs,Server Memory (GB),DB Block Size,Begin Snap,Begin Time,End Snap,End Time,Elapsed Time (mins),DB Time (mins),Average Active Sessions,Busy Flag,Logical Reads/sec,Block Changes/sec,Read IOPS,Write IOPS,Redo IOPS,All Write IOPS,Total IOPS,Read Throughput (MiB/sec),Write Throughput (MiB/sec),Redo Throughput (MiB/sec),All Write Throughput (MiB/sec),Total Throughput (MiB/sec),DB CPU Time (s),DB CPU %DBTime,Wait Class User I/O Waits,Wait Class User I/O Time (s),Wait Class User I/O Latency (ms),Wait Class User I/O %DBTime,User Calls/sec,Parses/sec,Hard Parses/sec,Logons/sec,Executes/sec,Transactions/sec,Buffer Hit Ratio (%),In-Memory Sort Ratio (%),Log Switches (Total),Log Switches (Per Hour),Top5 Event1 Name,Top5 Event1 Class,Top5 Event1 Waits,Top5 Event1 Time (s),Top5 Event1 Average Time (ms),Top5 Event1 %DBTime,Top5 Event2 Name,Top5 Event2 Class,Top5 Event2 Waits,Top5 Event2 Time (s),Top5 Event2 Average Time (ms),Top5 Event2 %DBTime,Top5 Event3 Name,Top5 Event3 Class,Top5 Event3 Waits,Top5 Event3 Time (s),Top5 Event3 Average Time (ms),Top5 Event3 %DBTime,Top5 Event4 Name,Top5 Event4 Class,Top5 Event4 Waits,Top5 Event4 Time (s),Top5 Event4 Average Time (ms),Top5 Event4 %DBTime,Top5 Event5 Name,Top5 Event5 Class,Top5 Event5 Waits,Top5 Event5 Time (s),Top5 Event5 Average Time (ms),Top5 Event5 %DBTime,db file sequential read Waits,db file sequential read Time (s),db file sequential read Latency (ms),db file sequential read %DBTime,db file scattered read Waits,db file scattered read Time (s),db file scattered read Latency (ms),db file scattered read %DBTime,direct path read Waits,direct path read Time (s),direct path read Latency (ms),direct path read %DBTime,direct path write Waits,direct path write Time (s),direct path write Latency (ms),direct path write %DBTime,direct path read temp Waits,direct path read temp Time (s),direct path read temp Latency (ms),direct path read temp %DBTime,direct path write temp Waits,direct path write temp Time (s),direct path write temp Latency (ms),direct path write temp %DBTime,log file sync Waits,log file sync Time (s),log file sync Latency (ms),log file sync %DBTime,db file parallel write Waits,db file parallel write Time (s),db file parallel write Latency (ms),db file parallel write %DBTime,log file parallel write Waits,log file parallel write Time (s),log file parallel write Latency (ms),log file parallel write %DBTime,log file sequential read Waits,log file sequential read Time (s),log file sequential read Latency (ms),log file sequential read %DBTime,OS busy time,OS idle time,OS iowait time,OS sys time,OS user time,OS cpu wait time,OS resource mgr wait time,Data Guard Flag,Exadata Flag,Wait Class Admin Waits,Wait Class Admin Time (s),Wait Class Admin Latency (ms),Wait Class Admin %DBTime,Wait Class Application Waits,Wait Class Application Time (s),Wait Class Application Latency (ms),Wait Class Application %DBTime,Wait Class Cluster Waits,Wait Class Cluster Time (s),Wait Class Cluster Latency (ms),Wait Class Cluster %DBTime,Wait Class Commit Waits,Wait Class Commit Time (s),Wait Class Commit Latency (ms),Wait Class Commit %DBTime,Wait Class Concurrency Waits,Wait Class Concurrency Time (s),Wait Class Concurrency Latency (ms),Wait Class Concurrency %DBTime,Wait Class Configuration Waits,Wait Class Configuration Time (s),Wait Class Configuration Latency (ms),Wait Class Configuration %DBTime,Wait Class Network Waits,Wait Class Network Time (s),Wait Class Network Latency (ms),Wait Class Network %DBTime,Wait Class Other Waits,Wait Class Other Time (s),Wait Class Other Latency (ms),Wait Class Other %DBTime,Wait Class System I/O Waits,Wait Class System I/O Time (s),Wait Class System I/O Latency (ms),Wait Class System I/O %DBTime,Histogram <1ms db file sequential read,Histogram <2ms db file sequential read,Histogram <4ms db file sequential read,Histogram <8ms db file sequential read,Histogram <16ms db file sequential read,Histogram <32ms db file sequential read,Histogram <1s db file sequential read,Histogram >1s db file sequential read,Histogram <1ms log file parallel write,Histogram <2ms log file parallel write,Histogram <4ms log file parallel write,Histogram <8ms log file parallel write,Histogram <16ms log file parallel write,Histogram <32ms log file parallel write,Histogram <1s log file parallel write,Histogram >1s log file parallel write
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,8013,05/08/17 4:00,8014,05/08/17 4:30,30.11,784.94,26,N,796957.7,22113.4,11540.4,731.8,105.1,836.9,12377.3,567.44,23.01,3.33,26.34,593.78,17005,36.1,19588498,25594,1.307,54.3,483.1,1493.9,4.7,15.1,5734.3,270.9,96.69,100,1,1.99,DB CPU,,,17K,,36.1,db file sequential read,User I/O,10037920,14.4K,1.44,30.7,db file scattered read,User I/O,2146350,5257.5,2.45,11.2,read by other session,User I/O,1107994,2150.9,1.941,4.6,direct path read,User I/O,870085,2140,2.46,4.5,10037920,14437,1.438,30.7,2146350,5258,2.45,11.2,870085,2140,2.46,4.5,38,0,0,0,20475,20,0.977,0,20421,39,1.91,0.1,46,0,0,0,112476,124,1.102,4,189890,528,2.781,17,4441,11,2.477,0.4,2001037,5048116,1511039,243797,1709610,,242,N,N,2,0,0,0,6274,839,133.726,1.8,2746171,2110,0.768,4.5,48034,313,6.516,0.7,271988,150,0.551,0.3,240,4,16.667,0,709216,1866,2.631,4,422717,152,0.36,0.3,8398,10,1.191,0,64.9,24.8,5.7,2.4,1.6,0.5,0,0,4.6,53.6,34,3.1,2.2,1.9,0.6,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,8014,05/08/17 4:30,8015,05/08/17 5:00,30.1,514.42,17,N,589242,21266.9,6867.5,644.4,114.6,759,7626.5,295.67,18.91,3.81,22.72,318.39,12581,40.8,17090895,14243,0.833,46.1,355.4,1228.3,3.2,14.9,6154.9,434.1,98.06,100,1,1.99,DB CPU,,,12.6K,,40.8,db file sequential read,User I/O,8110720,11K,1.36,35.7,SQL*Net message from dblink,Network,10554,1817.1,172.172,5.9,direct path read,User I/O,639896,1322.7,2.067,4.3,gc buffer busy acquire,Cluster,502123,1230.9,2.451,4,8110720,11028,1.36,35.7,529208,1205,2.277,3.9,639896,1323,2.068,4.3,42,0,0,0,27293,44,1.612,0.1,21956,70,3.188,0.2,59,1,16.949,0,141973,202,1.423,6.2,206928,635,3.069,19.6,2554,10,3.915,0.3,1589230,5504833,1088860,226828,1326118,,1,N,N,2,0,0,0,6014,4,0.665,0,2420170,2511,1.038,8.1,23913,181,7.569,0.6,247412,83,0.335,0.3,98,0,0,0,492540,1829,3.713,5.9,452280,138,0.305,0.4,9072,8,0.882,0,73.3,19,3.5,2,1.6,0.6,0.1,0,5.9,57.7,26,4.4,2.7,2.2,1.1,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,8015,05/08/17 5:00,8016,05/08/17 5:30,29.68,690.83,23.2,N,713464.7,9729,10038.6,392.7,103.5,496.2,10534.8,622.36,18.12,1.78,19.9,642.26,14594,35.2,19862748,22714,1.144,54.8,367.8,1128.1,3.4,14.9,4524.6,435.7,97.07,100,1,2.02,DB CPU,,,14.6K,,35.2,db file sequential read,User I/O,8192691,12.3K,1.5,29.6,direct path read,User I/O,2137046,5684.9,2.66,13.7,db file scattered read,User I/O,1177890,3055.6,2.594,7.4,SQL*Net message from dblink,Network,6387,1794.9,281.024,4.3,8192691,12275,1.498,29.6,1177890,3056,2.594,7.4,2137046,5685,2.66,13.7,57,0,0,0,21128,20,0.947,0,21280,45,2.115,0.1,10,0,0,0,190203,264,1.388,8,184266,574,3.115,17.4,4410,31,7.029,0.9,1761824,5202643,1527511,224593,1494936,,1,N,N,3,1,333.333,0,5206,28,5.378,0.1,2108368,1935,0.918,4.7,32764,228,6.959,0.6,248779,110,0.442,0.3,278,3,10.791,0,491364,1807,3.678,4.4,422650,145,0.343,0.4,9746,11,1.129,0,61.3,27.3,6.8,2.3,1.5,0.8,0.1,0,8,67.3,15.1,3,2.6,2.6,1.5,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,8016,05/08/17 5:30,8017,05/08/17 6:00,30.09,567.17,18.8,N,666190.5,7927.8,7303.3,392.9,125.6,518.5,7821.8,248.02,7.94,1.44,9.38,257.4,13245,38.9,16360772,17640,1.078,51.8,323.7,952.1,5.8,14.5,3780.6,430.7,97.82,100,0,0,DB CPU,,,13.2K,,38.9,db file sequential read,User I/O,8021322,12.5K,1.56,36.8,db file scattered read,User I/O,851397,2369.5,2.783,7,SQL*Net message from dblink,Network,10002,1817.9,181.754,5.3,db file parallel read,User I/O,379836,1424.6,3.751,4.2,8021322,12507,1.559,36.8,851397,2369,2.782,7,437550,1048,2.395,3.1,17,0,0,0,17032,29,1.703,0.1,16556,43,2.597,0.1,8,0,0,0,198638,279,1.405,8.2,226723,575,2.536,17,,,,,1689443,5386238,1266927,233465,1418163,,486,N,N,,,,,4788,34,7.101,0.1,1809925,1447,0.799,4.3,19411,164,8.449,0.5,179418,89,0.496,0.3,179,1,5.587,0,410571,1828,4.452,5.4,434301,163,0.375,0.5,9243,11,1.19,0,58.4,30,7.1,2.2,1.4,0.8,0.1,0,9.9,71.4,12.1,2,1.7,1.9,1,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,8017,05/08/17 6:00,8018,05/08/17 6:30,29.88,629.32,21,N,684110,8388.7,10083.7,425.3,144.1,569.4,10653.1,358.43,13.24,1.56,14.8,373.23,12672,33.6,20094413,21556,1.073,57.1,402.9,1670,9.4,15,4794.4,465.4,97.38,100,1,2.01,db file sequential read,User I/O,9341979,14.8K,1.59,39.3,DB CPU,,,12.7K,,33.6,db file scattered read,User I/O,1096871,2719.7,2.48,7.2,SQL*Net message from dblink,Network,51999,1902.5,36.587,5,db file parallel read,User I/O,285106,1482.4,5.199,3.9,9341979,14843,1.589,39.3,1096871,2720,2.48,7.2,509467,1424,2.795,3.8,16,0,0,0,22154,22,0.993,0.1,13214,42,3.178,0.1,11,0,0,0,201687,272,1.349,7,258215,602,2.331,15.5,3507,21,5.988,0.5,1623613,5393417,1454975,227753,1352260,,178,N,N,1,0,0,0,6853,225,32.832,0.6,2019180,1590,0.787,4.2,17747,111,6.255,0.3,379398,161,0.424,0.4,152,1,6.579,0,651560,1932,2.965,5.1,446491,160,0.358,0.4,92382,81,0.877,0.2,47.6,37,10.6,3,1.3,0.4,0,0,4.8,70.4,18.5,2.7,1.9,1.3,0.4,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,8018,05/08/17 6:30,8019,05/08/17 7:00,30.07,575.87,19.1,N,621432.4,7754.9,4796,413.7,103.4,517.1,5313.1,174.73,12.53,1.46,13.99,188.72,12364,35.8,15565515,18510,1.189,53.6,301.4,1079.9,4.4,14.4,3744.1,420.8,98.23,100,1,2,DB CPU,,,12.4K,,35.8,db file sequential read,User I/O,6164861,10.6K,1.72,30.7,read by other session,User I/O,1975427,4575.5,2.316,13.2,db file scattered read,User I/O,768141,2106.6,2.742,6.1,SQL*Net message from dblink,Network,32973,1869.3,56.692,5.4,6164861,10618,1.722,30.7,768141,2107,2.743,6.1,156591,671,4.285,1.9,21,0,0,0,18525,33,1.781,0.1,9070,70,7.718,0.2,6,0,0,0,208877,353,1.69,9.9,186452,600,3.218,16.8,840,2,2.381,0,1607088,5470810,1050958,222192,1351288,,1,N,N,2,0,0,0,6108,9,1.473,0,2263262,1980,0.875,5.7,16189,135,8.339,0.4,240240,131,0.545,0.4,137,2,14.599,0,432523,1882,4.351,5.4,487346,144,0.295,0.4,11655,13,1.115,0,55,31.5,8,2.7,1.8,1,0.1,0,3.3,61.2,24.8,4.7,2.6,2.2,1.2,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,8019,05/08/17 7:00,8020,05/08/17 7:30,30.1,583.2,19.3,N,682387.2,11225.8,6153.4,497.8,91,588.8,6742.2,264.34,14.96,2.2,17.16,281.5,13482,38.5,13422779,16707,1.245,47.7,712.3,1286.2,57.8,32.8,4030.2,297.5,98.24,100,2,3.99,DB CPU,,,13.5K,,38.5,db file sequential read,User I/O,5973357,10.5K,1.76,30.1,db file scattered read,User I/O,874857,2154.8,2.463,6.2,SQL*Net message from dblink,Network,49091,2049.8,41.755,5.9,read by other session,User I/O,1044323,1797.2,1.721,5.1,5973357,10540,1.765,30.1,874857,2155,2.463,6.2,349198,973,2.786,2.8,31,0,0,0,25706,41,1.595,0.1,17138,100,5.835,0.3,21,0,0,0,133667,289,2.162,4.8,164371,590,3.589,9.8,2080,26,12.5,0.4,1655738,5431049,1083180,200820,1412361,,0,N,N,1,0,0,0,6288,4,0.636,0,2446351,2015,0.824,5.8,28537,245,8.585,0.7,389954,257,0.659,0.7,190,3,15.789,0,917078,2168,2.364,6.2,639000,203,0.318,0.6,9873,29,2.937,0.1,60.2,27.1,7,2.9,1.9,0.8,0.2,0,3.1,59.9,23,6,3.9,2.7,1.4,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,8020,05/08/17 7:30,8021,05/08/17 8:00,29.82,579.24,19.4,N,520331.2,7945.5,6807.2,419.8,108.7,528.5,7335.7,370.75,13.62,2.9,16.52,387.27,13782,39.7,16395379,16602,1.013,47.8,451.5,995.9,21.1,15.4,4382.5,318.9,95.35,100,0,0,DB CPU,,,13.8K,,39.7,db file sequential read,User I/O,6505471,8419.7,1.294,24.2,db file scattered read,User I/O,1899076,4416.3,2.325,12.7,direct path read,User I/O,1096928,2514.6,2.292,7.2,SQL*Net message from dblink,Network,39128,1872.1,47.846,5.4,6505471,8420,1.294,24.2,1899076,4416,2.325,12.7,1096928,2515,2.293,7.2,4131,26,6.294,0.1,17065,16,0.938,0,13725,36,2.623,0.1,22,0,0,0,109992,265,2.409,7.2,194593,511,2.626,13.8,,,,,1712645,5319484,1139100,226649,1448238,,0,N,N,2,0,0,0,5300,148,27.925,0.4,1905564,750,0.394,2.2,27175,163,5.998,0.5,243048,150,0.617,0.4,239,1,4.184,0,825517,1887,2.286,5.4,486874,173,0.355,0.5,9255,8,0.864,0,72.1,21.4,3.5,1.4,1,0.5,0.1,0,5.5,65.1,18.7,6.3,2.5,1.3,0.5,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,8021,05/08/17 8:00,8022,05/08/17 8:30,30.07,699.85,23.2,N,903966.1,8535.6,6991.2,430.2,108.7,538.9,7530.1,649.27,17.77,1.82,19.59,668.86,14309,34.1,16478248,22011,1.336,52.4,1020.3,1545.2,5.7,14.6,6460.5,652.1,98.53,100,1,2,DB CPU,,,14.3K,,34.1,db file sequential read,User I/O,6620951,12.2K,1.84,29,direct path read,User I/O,1223092,3672.4,3.003,8.7,read by other session,User I/O,1050295,3007.9,2.864,7.2,db file scattered read,User I/O,705948,2225,3.152,5.3,6620951,12180,1.84,29,705948,2225,3.152,5.3,1223092,3672,3.002,8.7,111,0,0,0,27380,50,1.826,0.1,15723,100,6.36,0.2,18,0,0,0,137039,322,2.35,8.8,196043,704,3.591,19.2,5860,15,2.56,0.4,1708913,5359297,1353177,207512,1464016,,9,N,N,1,0,0,0,748776,492,0.657,1.2,2202031,2945,1.337,7,24612,242,9.833,0.6,430931,192,0.446,0.5,278,2,7.194,0,1734724,1904,1.098,4.5,488135,152,0.311,0.4,11538,12,1.04,0,60.9,25.4,6.7,3.2,2.4,1.3,0.2,0,4.2,61.6,20.7,5.5,3.4,2.9,1.6,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,8022,05/08/17 8:30,8023,05/08/17 9:00,30.09,652.41,21.6,N,1032287,22047.7,7496.3,560.5,117.6,678.1,8174.4,395.82,19.71,3.65,23.36,419.18,17968,45.9,18341771,15529,0.847,39.7,1427.6,1542,32.8,14.7,7814.6,721.7,98.7,100,1,1.99,DB CPU,,,18K,,45.9,db file sequential read,User I/O,7859038,10.9K,1.39,28,gc buffer busy acquire,Cluster,230359,1917.7,8.325,4.9,SQL*Net message from dblink,Network,44996,1894.9,42.113,4.8,db file scattered read,User I/O,435175,1335.8,3.07,3.4,7859038,10949,1.393,28,435175,1336,3.07,3.4,594193,1149,1.934,2.9,48,0,0,0,25795,51,1.977,0.1,18197,72,3.957,0.2,28,0,0,0,142576,272,1.908,6.7,212392,834,3.927,20.6,3528,11,3.118,0.3,2149616,4931471,1067510,244808,1861104,,3,N,N,1,0,0,0,914307,256,0.28,0.7,2493519,3267,1.31,8.3,26908,351,13.044,0.9,677013,334,0.493,0.9,277,1,3.61,0,2460417,1915,0.778,4.9,549996,181,0.329,0.5,8976,9,1.003,0,72.2,20.3,3.9,1.5,1.1,0.8,0.2,0,2.8,44,39.6,5.8,3.6,2.2,2,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,8023,05/08/17 9:00,8024,05/08/17 9:30,29.87,568.76,19,N,839037.4,8327.7,7910.7,438,114.7,552.7,8463.4,211.53,12.78,1.5,14.28,225.81,14811,43.4,14925950,14019,0.939,41.1,1945.5,1825.5,127.9,32.2,5905.3,655.5,98,100,1,2.01,DB CPU,,,14.8K,,43.4,db file sequential read,User I/O,6641207,9237.6,1.391,27.1,db file scattered read,User I/O,975138,2362.2,2.422,6.9,SQL*Net message from dblink,Network,20399,1872.7,91.804,5.5,db file parallel read,User I/O,311909,1412.8,4.53,4.1,6641207,9238,1.391,27.1,975138,2362,2.422,6.9,288485,611,2.118,1.8,56,0,0,0,25327,38,1.5,0.1,18443,69,3.741,0.2,60,1,16.667,0,123050,213,1.731,6.1,205411,620,3.018,17.8,2428,4,1.647,0.1,1781470,5242537,1034377,211456,1530179,,1,N,N,1,0,0,0,808082,374,0.463,1.1,2217952,1983,0.894,5.8,25595,216,8.439,0.6,832293,456,0.548,1.3,218,2,9.174,0,2828898,1895,0.67,5.6,636234,218,0.343,0.6,9713,10,1.03,0,71.5,21.3,3.6,1.5,1.3,0.7,0.1,0,5.3,62.5,21.2,5.1,2.8,1.9,1.1,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,8024,05/08/17 9:30,8025,05/08/17 10:00,30.16,505.79,16.7,N,685878.1,7360,4752.5,331.3,105.9,437.2,5189.7,279.69,12.58,1.37,13.95,293.64,12733,42,15428371,13073,0.847,43.1,1355.1,1330.3,35.5,14.5,4845,570.4,98.21,100,1,1.99,DB CPU,,,12.7K,,42,db file sequential read,User I/O,4574197,6390.6,1.397,21.1,read by other session,User I/O,1371476,2875.2,2.096,9.5,db file scattered read,User I/O,827201,2151.9,2.601,7.1,SQL*Net message from dblink,Network,19558,1848.6,94.519,6.1,4574197,6391,1.397,21.1,827201,2152,2.602,7.1,420400,956,2.274,3.2,80,0,0,0,19781,12,0.607,0,15785,54,3.421,0.2,75,1,13.333,0,94081,220,2.338,6.7,191698,606,3.161,18.5,1876,4,2.132,0.1,1610403,5511593,813579,222947,1355801,,0,N,N,1,0,0,0,591059,162,0.274,0.5,2264125,2202,0.973,7.3,21284,181,8.504,0.6,717719,324,0.451,1.1,136,3,22.059,0,2063342,1866,0.904,6.1,491254,136,0.277,0.4,9515,10,1.051,0,75.2,18,3.1,1.5,1.3,0.8,0.1,0,6.6,65.2,15.7,6.2,2.9,1.9,1.5,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,8025,05/08/17 10:00,8026,05/08/17 10:30,29.88,683.46,22.8,N,971643.9,9962.4,4798.8,468.9,106.8,575.7,5374.5,236.77,13.59,1.94,15.53,252.3,15993,39,12156990,14946,1.229,36.4,1552.3,1951.2,48.9,14.6,5124.2,578.2,98.92,100,1,2.01,DB CPU,,,16K,,39,db file sequential read,User I/O,4194847,7569,1.804,18.5,gc buffer busy acquire,Cluster,577095,5163.1,8.947,12.6,read by other session,User I/O,1125083,3055.9,2.716,7.5,SQL*Net message from dblink,Network,19677,1965.7,99.898,4.8,4194847,7569,1.804,18.5,542110,1882,3.472,4.6,438739,1373,3.129,3.3,53,0,0,0,18954,40,2.11,0.1,17448,84,4.814,0.2,51,1,19.608,0,109533,330,3.013,8.4,191583,673,3.513,17.2,1411,8,5.67,0.2,1875295,5182511,903098,189845,1653355,,4,N,N,1,0,0,0,812504,437,0.538,1.1,2532649,6601,2.606,16.1,17978,196,10.902,0.5,1018953,518,0.508,1.3,402,13,32.338,0,2396034,2105,0.879,5.1,462784,147,0.318,0.4,11431,14,1.225,0,54.6,30,9,3.3,2,1.1,0.1,0,4.6,60.6,21,6.2,3.5,2.6,1.6,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,8026,05/08/17 10:30,8027,05/08/17 11:00,30.13,554.13,18.3,N,835003.7,8111.6,5478.3,374.6,102.3,476.9,5955.2,280.32,11.77,1.41,13.18,293.5,14526,43.7,12838160,10870,0.847,32.7,2191.2,1490.8,34.2,14.4,4631.7,809.6,98.85,100,1,1.99,DB CPU,,,14.5K,,43.7,db file sequential read,User I/O,5046350,7533.3,1.493,22.7,gc buffer busy acquire,Cluster,403412,3602.7,8.931,10.8,SQL*Net message from dblink,Network,15179,1834.8,120.878,5.5,db file parallel read,User I/O,217940,1017.2,4.667,3.1,5046350,7533,1.493,22.7,294768,1017,3.45,3.1,522762,928,1.775,2.8,48,0,0,0,18550,27,1.456,0.1,17811,66,3.706,0.2,51,0,0,0,103366,229,2.215,6.9,185065,617,3.334,18.5,2440,4,1.639,0.1,1776582,5310708,822636,221901,1520048,,30,N,N,1,0,0,0,1427490,723,0.506,2.2,2438159,4745,1.946,14.3,16427,153,9.314,0.5,859805,422,0.491,1.3,149,1,6.711,0,3544749,1857,0.524,5.6,470525,142,0.302,0.4,8675,10,1.153,0,65,25.4,5.7,1.8,1.1,0.8,0.2,0,5.8,62.6,19.7,5.7,2.6,1.8,1.7,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,8027,05/08/17 11:00,8028,05/08/17 11:30,29.8,487.61,16.3,N,685234,10907.4,6786.7,497,102.3,599.3,7386,418.15,17.52,2.16,19.68,437.83,13340,45.6,15455727,12655,0.819,43.3,1532.8,1790.6,58.9,31.8,4914.3,537,98.31,100,1,2.01,DB CPU,,,13.3K,,45.6,db file sequential read,User I/O,6113586,8316.5,1.36,28.4,direct path read,User I/O,1164401,2299.4,1.975,7.9,db file scattered read,User I/O,327811,1086.8,3.315,3.7,gc buffer busy acquire,Cluster,212243,578.3,2.725,2,6113586,8317,1.36,28.4,327811,1087,3.316,3.7,1164401,2299,1.974,7.9,53,0,0,0,22064,40,1.813,0.1,13279,76,5.723,0.3,39,1,25.641,0,112953,298,2.638,9.1,182862,645,3.527,19.8,1521,16,10.519,0.5,1604854,5431552,955361,198004,1373265,,878,N,N,1,0,0,0,396504,388,0.979,1.3,1849445,1268,0.686,4.3,38942,372,9.553,1.3,858111,446,0.52,1.5,234,12,51.282,0,2172280,519,0.239,1.8,560283,195,0.348,0.7,9723,14,1.44,0,76.7,16.7,2.9,1.3,1.3,0.9,0.2,0,4.8,62.6,19.1,6.2,3.3,2.3,1.8,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,8028,05/08/17 11:30,8029,05/08/17 12:00,30.1,494.85,16.4,N,825443,7538.7,5163.8,357.7,120.6,478.3,5642.1,232.41,10.05,1.45,11.5,243.91,14570,49.1,13370955,9663,0.723,32.5,1450.9,1468.4,48.3,14.5,4497.7,553.6,98.58,100,3,5.98,DB CPU,,,14.6K,,49.1,db file sequential read,User I/O,6000717,7216.3,1.203,24.3,enq: TX - row lock contention,Applicat,7849,3667.7,467.282,12.4,db file scattered read,User I/O,445886,1050.4,2.356,3.5,direct path read,User I/O,449946,875.6,1.946,2.9,6000717,7216,1.203,24.3,445886,1050,2.355,3.5,449946,876,1.947,2.9,91,0,0,0,21947,40,1.823,0.1,18722,68,3.632,0.2,28,0,0,0,64581,145,2.245,4.5,218033,473,2.169,14.6,33632,12,0.357,0.4,1809631,5276129,750089,221729,1553676,,17,N,N,,,,,476292,3823,8.027,12.9,1834048,1212,0.661,4.1,30537,176,5.764,0.6,706265,364,0.515,1.2,198,7,35.354,0,2187197,48,0.022,0.2,458786,168,0.366,0.6,8785,7,0.797,0,76.3,18.5,3,0.9,0.7,0.5,0.1,0,6.5,74.9,14.5,1.8,0.9,0.7,0.7,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,8029,05/08/17 12:00,8030,05/08/17 12:30,29.92,592.16,19.7,N,1846463.9,11079.6,9094.6,483.3,126.6,609.9,9704.5,270.93,11.55,2.03,13.58,284.51,18357,51.7,18887288,14474,0.766,40.7,1041.4,1938.5,33.2,15.1,7026.9,543.9,99.09,100,0,0,DB CPU,,,18.4K,,51.7,db file sequential read,User I/O,7451808,9379.4,1.259,26.4,db file scattered read,User I/O,950546,1901.3,2,5.4,db file parallel read,User I/O,378235,1451.5,3.838,4.1,read by other session,User I/O,576216,1054,1.829,3,7451808,9379,1.259,26.4,950546,1901,2,5.4,372466,560,1.503,1.6,73,0,0,0,21679,20,0.923,0.1,21813,51,2.338,0.1,39,0,0,0,81589,119,1.459,3.6,227079,573,2.523,17.2,,,,,2141583,4894784,965896,213774,1886076,,626,N,N,,,,,226128,752,3.326,2.1,2564627,1261,0.492,3.5,32365,212,6.55,0.6,678717,369,0.544,1,278,1,3.597,0,1627257,141,0.087,0.4,587190,184,0.313,0.5,10107,9,0.89,0,76.3,17.7,3.4,1,0.8,0.6,0.1,,7.5,69.1,18.4,1.9,1.1,1,1.1,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,8030,05/08/17 12:30,8031,05/08/17 13:00,30,519.68,17.3,N,1032744.1,9111.9,5264.5,409.4,132.7,542.1,5806.6,243.83,16.11,1.71,17.82,261.65,14580,46.8,16415844,14751,0.899,47.3,621.4,1165.9,6.8,15.4,4083.3,541.9,98.57,100,1,2,DB CPU,,,14.6K,,46.8,db file sequential read,User I/O,6087079,7258.6,1.192,23.3,read by other session,User I/O,2153285,4100.5,1.904,13.2,db file scattered read,User I/O,1058039,2064.3,1.951,6.6,direct path read,User I/O,206174,808.9,3.923,2.6,6087079,7259,1.193,23.3,1058039,2064,1.951,6.6,206174,809,3.924,2.6,34,0,0,0,16918,15,0.887,0,10301,22,2.136,0.1,46,0,0,0,69456,85,1.224,2.6,238713,511,2.141,15.6,4082,36,8.819,1.1,1804391,5268868,834510,220005,1550182,,3,N,N,1,0,0,0,278264,452,1.624,1.5,1919173,1267,0.66,4.1,30955,190,6.138,0.6,256531,140,0.546,0.4,187,2,10.695,0,1000007,68,0.068,0.2,501732,182,0.363,0.6,9147,8,0.875,0,85.2,11,1.6,0.8,0.7,0.6,0.2,,6.9,72.6,17,1.5,0.7,0.6,0.7,
